"행정구역(시군구)별","성별","연령별",2024
"부산광역시","여자","58세",26202.5
"부산광역시","여자","59세",27031.5
"부산광역시","여자","60세",26454
"부산광역시","여자","61세",28361
"부산광역시","여자","62세",31615.5
"부산광역시","여자","63세",33272.5
"부산광역시","여자","64세",32508.5
"부산광역시","여자","65세",30274.5
"부산광역시","여자","66세",29351.5
"부산광역시","여자","67세",28435
"부산광역시","여자","68세",28690
"부산광역시","여자","69세",26727
"부산광역시","여자","70세",22716.5
"부산광역시","여자","71세",22583
"부산광역시","여자","72세",20993
"부산광역시","여자","73세",18437
"부산광역시","여자","74세",18495
"부산광역시","여자","75세",18540.5
"부산광역시","여자","76세",17964
"부산광역시","여자","77세",15535
"부산광역시","여자","78세",12461.5
"부산광역시","여자","79세",12137.5
"부산광역시","여자","80세 이상",104392
"부산광역시","여자","80세",12666
"부산광역시","여자","81세",13160.5
"부산광역시","여자","82세",12586
"부산광역시","여자","83세",10651
"부산광역시","여자","84세",9579
"부산광역시","여자","85세 이상",45749.5
"부산광역시","여자","85세",8403
"부산광역시","여자","86세",7074.5
"부산광역시","여자","87세",6130.5
"부산광역시","여자","88세",5341.5
"부산광역시","여자","89세",4512
"부산광역시","여자","90세",3467
"부산광역시","여자","91세",2751.5
"부산광역시","여자","92세",2162
"부산광역시","여자","93세",1607
"부산광역시","여자","94세",1207
"부산광역시","여자","95세",994
"부산광역시","여자","96세",779.5
"부산광역시","여자","97세",487.5
"부산광역시","여자","98세",293.5
"부산광역시","여자","99세",186.5
"부산광역시","여자","100세 이상",352.5
"대구광역시","계","계",2361081.5
"대구광역시","계","0세",9688.5
"대구광역시","계","1세",10284
"대구광역시","계","2세",11190.5
"대구광역시","계","3세",11863.5
"대구광역시","계","4세",13198
"대구광역시","계","5세",14752
"대구광역시","계","6세",16303.5
"대구광역시","계","7세",18363.5
"대구광역시","계","8세",20075.5
"대구광역시","계","9세",20558
"대구광역시","계","10세",20397.5
"대구광역시","계","11세",21407
"대구광역시","계","12세",22239.5
"대구광역시","계","13세",21686.5
"대구광역시","계","14세",20868.5
"대구광역시","계","15세",20765.5
"대구광역시","계","16세",21987
"대구광역시","계","17세",21741
"대구광역시","계","18세",20681.5
"대구광역시","계","19세",21335
"대구광역시","계","20세",23111.5
"대구광역시","계","21세",23726
"대구광역시","계","22세",25095.5
"대구광역시","계","23세",28312.5
"대구광역시","계","24세",29116
"대구광역시","계","25세",27915
"대구광역시","계","26세",28370.5
"대구광역시","계","27세",29226.5
"대구광역시","계","28세",29787.5
"대구광역시","계","29세",30078.5
"대구광역시","계","30세",29966
"대구광역시","계","31세",30359
"대구광역시","계","32세",30358
"대구광역시","계","33세",28630.5
"대구광역시","계","34세",27400
"대구광역시","계","35세",26679.5
"대구광역시","계","36세",25872
"대구광역시","계","37세",26445.5
"대구광역시","계","38세",27081.5
"대구광역시","계","39세",27519
"대구광역시","계","40세",29724.5
"대구광역시","계","41세",33668
"대구광역시","계","42세",36114.5
"대구광역시","계","43세",36688
"대구광역시","계","44세",36755.5
"대구광역시","계","45세",34196
"대구광역시","계","46세",33229
"대구광역시","계","47세",34798.5
"대구광역시","계","48세",35604
"대구광역시","계","49세",37774.5
"대구광역시","계","50세",40071
"대구광역시","계","51세",41585.5
"대구광역시","계","52세",42817.5
"대구광역시","계","53세",43108.5
"대구광역시","계","54세",42995
"대구광역시","계","55세",43846
"대구광역시","계","56세",43171
"대구광역시","계","57세",40148.5
"대구광역시","계","58세",39311.5
"대구광역시","계","59세",39838.5
"대구광역시","계","60세",38228
"대구광역시","계","61세",39336
"대구광역시","계","62세",42231
"대구광역시","계","63세",41909
"대구광역시","계","64세",40704
"대구광역시","계","65세",37032
"대구광역시","계","66세",34338
"대구광역시","계","67세",33476.5
"대구광역시","계","68세",32246.5
"대구광역시","계","69세",29701
"대구광역시","계","70세",25935
"대구광역시","계","71세",26136.5
"대구광역시","계","72세",23932.5
"대구광역시","계","73세",20499
"대구광역시","계","74세",20617
"대구광역시","계","75세",20813.5
"대구광역시","계","76세",19965.5
"대구광역시","계","77세",16351.5
"대구광역시","계","78세",12727
"대구광역시","계","79세",13019
"대구광역시","계","80세 이상",112001
"대구광역시","계","80세",14080
"대구광역시","계","81세",14896
"대구광역시","계","82세",13981.5
"대구광역시","계","83세",11386.5
"대구광역시","계","84세",10282.5
"대구광역시","계","85세 이상",47374.5
"대구광역시","계","85세",9182
"대구광역시","계","86세",7714
"대구광역시","계","87세",6640
"대구광역시","계","88세",5700
"대구광역시","계","89세",4716
"대구광역시","계","90세",3581
"대구광역시","계","91세",2781.5
"대구광역시","계","92세",2119
"대구광역시","계","93세",1506.5
"대구광역시","계","94세",1091.5
"대구광역시","계","95세",805
"대구광역시","계","96세",576.5
"대구광역시","계","97세",357
"대구광역시","계","98세",216.5
"대구광역시","계","99세",136
"대구광역시","계","100세 이상",252
"대구광역시","남자","계",1158255
"대구광역시","남자","0세",4961.5
"대구광역시","남자","1세",5259
"대구광역시","남자","2세",5758.5
"대구광역시","남자","3세",6111
"대구광역시","남자","4세",6813.5
"대구광역시","남자","5세",7614
"대구광역시","남자","6세",8341
"대구광역시","남자","7세",9405.5
"대구광역시","남자","8세",10282
"대구광역시","남자","9세",10535.5
"대구광역시","남자","10세",10382
"대구광역시","남자","11세",10912.5
"대구광역시","남자","12세",11393.5
"대구광역시","남자","13세",11156
"대구광역시","남자","14세",10781.5
"대구광역시","남자","15세",10752
"대구광역시","남자","16세",11313.5
"대구광역시","남자","17세",11197
"대구광역시","남자","18세",10786
"대구광역시","남자","19세",11160
"대구광역시","남자","20세",11987.5
"대구광역시","남자","21세",12472
"대구광역시","남자","22세",13224.5
"대구광역시","남자","23세",14925.5
"대구광역시","남자","24세",15467.5
"대구광역시","남자","25세",14962.5
"대구광역시","남자","26세",14957
"대구광역시","남자","27세",15163
"대구광역시","남자","28세",15537.5
"대구광역시","남자","29세",15871
"대구광역시","남자","30세",15992.5
"대구광역시","남자","31세",16213
"대구광역시","남자","32세",16246
"대구광역시","남자","33세",15459.5
"대구광역시","남자","34세",14814.5
"대구광역시","남자","35세",14342
"대구광역시","남자","36세",13796
"대구광역시","남자","37세",14051.5
"대구광역시","남자","38세",14277.5
"대구광역시","남자","39세",14182
"대구광역시","남자","40세",15043.5
"대구광역시","남자","41세",16762
"대구광역시","남자","42세",17827.5
"대구광역시","남자","43세",18145.5
"대구광역시","남자","44세",18082
"대구광역시","남자","45세",16964
"대구광역시","남자","46세",16548.5
"대구광역시","남자","47세",17195.5
"대구광역시","남자","48세",17511
"대구광역시","남자","49세",18502.5
"대구광역시","남자","50세",19569
"대구광역시","남자","51세",20248.5
"대구광역시","남자","52세",20996.5
"대구광역시","남자","53세",21086.5
"대구광역시","남자","54세",20863
"대구광역시","남자","55세",21300.5
"대구광역시","남자","56세",20857.5
"대구광역시","남자","57세",19678.5
"대구광역시","남자","58세",19289.5
"대구광역시","남자","59세",19196.5
"대구광역시","남자","60세",18612.5
"대구광역시","남자","61세",19157
"대구광역시","남자","62세",20430
"대구광역시","남자","63세",20018
"대구광역시","남자","64세",19259
"대구광역시","남자","65세",17689.5
"대구광역시","남자","66세",16567
"대구광역시","남자","67세",15976.5
"대구광역시","남자","68세",14926
"대구광역시","남자","69세",13704
"대구광역시","남자","70세",12002
"대구광역시","남자","71세",11718
"대구광역시","남자","72세",10710
"대구광역시","남자","73세",9232
"대구광역시","남자","74세",9248.5
"대구광역시","남자","75세",9173.5
"대구광역시","남자","76세",8592
"대구광역시","남자","77세",7042.5
"대구광역시","남자","78세",5420.5
"대구광역시","남자","79세",5317
"대구광역시","남자","80세 이상",38933.5
"대구광역시","남자","80세",5630.5
"대구광역시","남자","81세",5923
"대구광역시","남자","82세",5398.5
"대구광역시","남자","83세",4154
"대구광역시","남자","84세",3647
"대구광역시","남자","85세 이상",14180.5
"대구광역시","남자","85세",3174.5
"대구광역시","남자","86세",2566
"대구광역시","남자","87세",2144.5
"대구광역시","남자","88세",1758
"대구광역시","남자","89세",1382.5
"대구광역시","남자","90세",996
"대구광역시","남자","91세",728
"대구광역시","남자","92세",525.5
"대구광역시","남자","93세",310
"대구광역시","남자","94세",202
"대구광역시","남자","95세",149
"대구광역시","남자","96세",101
"대구광역시","남자","97세",56
"대구광역시","남자","98세",31.5
"대구광역시","남자","99세",26
"대구광역시","남자","100세 이상",30
"대구광역시","여자","계",1202826.5
"대구광역시","여자","0세",4727
"대구광역시","여자","1세",5025
"대구광역시","여자","2세",5432
"대구광역시","여자","3세",5752.5
"대구광역시","여자","4세",6384.5
"대구광역시","여자","5세",7138
"대구광역시","여자","6세",7962.5
"대구광역시","여자","7세",8958
"대구광역시","여자","8세",9793.5
"대구광역시","여자","9세",10022.5
"대구광역시","여자","10세",10015.5
"대구광역시","여자","11세",10494.5
"대구광역시","여자","12세",10846
"대구광역시","여자","13세",10530.5
"대구광역시","여자","14세",10087
"대구광역시","여자","15세",10013.5
"대구광역시","여자","16세",10673.5
